0.10441163	0.011044117	0.17472041	0.02873602
0.2638765	0.012638765	0.50726545	0.045363273
0.4794226	0.014794226	0.99255365	0.06962768
0.80571836	0.018057184	1.648311	0.10241555
0.97605568	0.019760557	2.0157728	0.12078864
1.2326158	0.022326158	2.6196082	0.15098041
1.4978102	0.024978103	3.1020968	0.17510484
1.6760539	0.026760539	3.5700192	0.19850096
1.8709434	0.028709434	3.903605	0.21518025
2.2359536	0.032359537	4.6345406	0.25172701
2.4659297	0.034659296	5.1407242	0.27703622
2.5685494	0.035685495	5.523509	0.29617545
2.8844504	0.038844503	6.043222	0.32216111
3.1771142	0.041771144	6.589148	0.34945741
3.3914299	0.043914299	7.1051121	0.37525561
3.4959319	0.044959318	7.5170045	0.39585021
3.7163241	0.047163241	8.0008736	0.42004368
3.9741874	0.049741875	8.5404758	0.44702378
4.2648993	0.052648991	9.064496	0.47322479
4.5885844	0.055885844	9.6089554	0.50044775
4.6739621	0.056739621	9.9600792	0.51800394
5.0690446	0.060690448	10.57184	0.54859203
5.3227282	0.063227281	11.184823	0.57924116
5.4278159	0.064278156	11.561135	0.59805679
5.6486835	0.066486835	12.196232	0.62981158
